Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC - Absentee by Mail - 1,56,44
ICC - Absentee by Mail - 2,55,45
ICC - Absentee by Mail - 3,19,21
ICC - Absentee by Mail - 4,0,4
ICC - Absentee by Mail - 5,3,2
AV-Elections Office - ICP 1 - 0,1838,496
ED-Fairgrounds - ICP 1 - 0,794,183
ED-Fairgrounds - ICP 2 - 0,691,216
