Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,43,86,2
Absentee By Mail ICC - 2,3,9,0
Absentee By Mail ICC - 3,0,1,0
Absentee By Mail ICC - 4,36,31,1
Absentee By Mail ICC - 5,2,3,0
AV-Election Office ICP 1 - 0,637,306,26
AV-Election Office ICP 2 - 0,1678,751,52
Election Day Central ICP 1 - 0,291,132,11
ED-East ICP 2 - 0,260,112,12
ED-East ICP 3 - 0,374,144,19
Provisional ICC - 1,1,0,0
Provisional ICC - 2,1,0,0
