Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC - 1,17,33
Absentee By Mail ICC - 2,16,32
Absentee By Mail ICC - 4,8,42
Absentee By Mail ICC - 3,25,24
Absentee By Mail ICC - 5,1,11
ED-Blakely ICP 1 - 0,192,411
ED-Cedar Springs ICP 1 - 0,314,69
AV-Elections Office ICP 1 - 0,917,758
ED-Urquhart ICP 1 - 0,173,28
ED-Cuba ICP 1 - 0,220,78
ED-Arlington ICP 1 - 0,126,165
Provisional ICC - 1,1,2
