Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC - 1,47,53
Absentee By Mail ICC - 2,27,32
Absentee By Mail ICC - 3,48,44
AV-Elections Office ICP 1 - 0,1770,738
ED-Cecil ICP 1 - 0,223,110
ED-Elm Pine ICP 1 - 0,3,91
ED-Sparks ICP 1 - 0,77,129
ED-Massee ICP 1 - 0,177,29
ED-Delle Beamguard ICP 1 - 0,384,96
ED-Riverbend ICP 1 - 0,256,19
ED-New Life Baptist Church ICP 1 - 0,311,39
ED-Lenox ICP 1 - 0,366,71
Absentee By Mail ICC - 4,0,1
