Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 5,2,0,0
Absentee By Mail ICC - 3,2,1,0
Absentee By Mail ICC - 2,14,3,0
Absentee By Mail ICC - 1,34,7,3
Absentee By Mail ICC - 4,48,16,0
ED-Nahunta ICP 2 - 0,261,13,18
ED-Nahunta ICP 1 - 0,497,39,17
ED-Hoboken ICP 2 - 0,606,23,18
ED-Hoboken ICP 1 - 0,258,12,8
ED-Waynesville ICP 1 - 0,934,69,45
AV-Election Office ICP 1 - 0,2549,201,87
