Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
AV-Elections Office ICP 1 - 0,1423,359,44
ED-Ocilla ICP 1 - 0,460,188,20
ED-Irwinville ICP 1 - 0,473,26,22
ED-Holt ICP 1 - 0,182,32,5
Absentee By Mail ICC - 1,15,9,1
Absentee By Mail ICC - 2,8,17,0
Absentee By Mail ICC - 3,10,8,0
Absentee By Mail ICC - 4,13,11,1
Absentee By Mail ICC - 5,19,10,0
Provisional ICC - 1,1,4,0
