Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
AV-Elections Office ICP 1 - 0,941,1146,36
ED-Oglethorpe ICP 1 - 0,98,75,5
ED-Ideal ICP 1 - 0,192,81,6
ED-Marshallville ICP 1 - 0,156,236,8
ED-Montezuma 5 ICP 1 - 0,38,165,5
ED-Montezuma 4 ICP 1 - 0,76,169,3
ICC - Absentee By Mail - 1,10,26,0
ICC - Absentee By Mail - 2,8,34,0
ICC - Absentee By Mail - 3,7,34,0
ICC - Absentee By Mail - 4,7,45,2
ICC - Absentee By Mail - 5,6,53,0
