Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,46
Absentee by Mail,ICC-Absentee by Mail - 2,44
Absentee by Mail,ICC-Absentee by Mail - 3,42
Absentee by Mail,ICC-Absentee by Mail - 4,28
Advanced Voting,AV-Board of Registrars ICP 1 - 0,1115
Election Day,ED-Warrenton ICP 1 - 0,376
Election Day,ED-Warrenton ICP 2 - 0,377
