Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
AV-Elections Office ICP 1 - 0,1169,375
ED-Holt ICP 1 - 0,174,32
ED-Irwinville ICP 1 - 0,499,29
ED-Ocilla ICP 1 - 0,528,233
Absentee By Mail ICC - 1,16,9
Absentee By Mail ICC - 2,10,15
Absentee By Mail ICC - 3,14,10
Absentee By Mail ICC - 4,17,2
Provisional ICC - 1,0,1
