Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,17,8,0
Absentee By Mail ICC - 2,14,10,0
Absentee By Mail ICC - 3,19,6,0
Absentee By Mail ICC - 4,15,10,0
Absentee By Mail ICC - 5,20,9,0
AV-Elections Office ICP 2 - 0,896,187,23
ED-Colquitt-Miller ICP 2 - 0,369,88,8
ED-Colquitt-Miller ICP 1 - 0,298,83,14
Absentee By Mail ICC - 6,4,2,2
