Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 1,9,14,0
ICC - Absentee By Mail - 2,14,10,0
ICC - Absentee By Mail - 3,6,17,0
ICC - Absentee By Mail - 4,13,9,0
ICC - Absentee By Mail - 5,15,6,2
ICC - Absentee By Mail - 6,8,5,0
AV-Elections Office ICP 1 - 0,407,172,14
ICC - Election Day - 0,189,132,8
ED-Preston 1 ICP 2 - 0,22,15,3
ICC - Provisional - 1,0,1,0
