Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED-Lumpkin ICP 1 - 0,71,101
AV-Courthouse ICP 1 - 0,241,416
ED-Omaha ICP 1 - 0,37,33
ED-Richland ICP 1 - 0,128,188
ED-Louvale ICP 1 - 0,40,56
ICC - Absentee By Mail - 5,3,9
ICC - Absentee By Mail - 3,2,21
ICC - Absentee By Mail - 4,4,22
ICC - Absentee By Mail - 6,7,27
ICC - Absentee By Mail - 7,0,1
ICC - Absentee By Mail - 2,0,11
ICC - Absentee By Mail - 1,1,13
ICC - Provisional - 1,0,1
