Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee By Mail 3 - 118,19,29,0
ICC-Absentee By Mail 3 - 119,14,10,1
ICC-Absentee By Mail 3 - 120,20,28,1
ICC-Absentee By Mail 3 - 121,27,12,1
ICC-Absentee By Mail 3 - 122,17,30,1
ICC-Absentee By Mail 3 - 123,7,42,1
ICC-Absentee By Mail 3 - 124,2,15,0
ICC-Absentee By Mail 3 - 125,9,23,0
ICC-Absentee By Mail 3 - 126,25,24,1
ICC-Absentee By Mail 3 - 127,13,22,0
ICC-Absentee By Mail 3 - 128,21,19,0
ICC-Absentee By Mail 7 - 159,21,27,1
ICC-Absentee By Mail 7 - 160,22,25,1
ICC-Absentee By Mail 7 - 161,13,21,0
ICC-Absentee By Mail 7 - 162,24,24,1
ICC-Absentee By Mail 7 - 163,13,24,0
ICC-Absentee By Mail 7 - 164,18,31,1
ICC-Absentee By Mail 7 - 165,18,14,1
ICC-Absentee By Mail 7 - 166,15,32,3
ICC-Absentee By Mail 7 - 167,4,10,0
ICC-Absentee By Mail 7 - 168,9,16,0
ICC-Absentee By Mail 7 - 169,7,5,0
ICC-Absentee By Mail 3 - 129,7,7,0
ICC-Absentee By Mail 7 - 170,4,11,0
ICC-Absentee By Mail 3 - 130,16,26,1
ICC-Absentee By Mail 7 - 171,24,26,0
ICC-Absentee By Mail 3 - 131,23,26,1
ICC-Absentee By Mail 7 - 172,8,6,0
ICC-Absentee By Mail 3 - 132,8,6,0
ICC-Absentee By Mail 7 - 173,21,28,1
ICC-Absentee By Mail 3 - 133,26,22,1
ICC-Absentee By Mail 7 - 174,12,7,0
ICC-Absentee By Mail 3 - 134,11,4,0
ICC-Absentee By Mail 7 - 175,12,13,2
ICC-Absentee By Mail 3 - 135,19,25,0
ICC-Absentee By Mail 7 - 176,15,35,0
ICC-Absentee By Mail 7 - 177,25,24,1
ICC-Absentee By Mail 3 - 136,19,29,0
ICC-Absentee By Mail 3 - 137,21,27,1
ICC-Absentee By Mail 7 - 178,20,29,2
ICC-Absentee By Mail 3 - 138,19,31,0
ICC-Absentee By Mail 7 - 179,20,20,0
ICC-Absentee By Mail 3 - 139,10,6,1
ICC-Absentee By Mail 7 - 180,3,13,0
ICC-Absentee By Mail 3 - 140,20,23,0
ICC-Absentee By Mail 7 - 181,11,35,0
ICC-Absentee By Mail 3 - 141,27,20,3
ICC-Absentee By Mail 7 - 182,12,16,0
ICC-Absentee By Mail 3 - 142,19,23,1
ICC-Absentee By Mail 3 - 143,14,36,2
ICC-Absentee By Mail 3 - 144,12,35,2
ICC-Absentee By Mail 7 - 183,13,37,0
ICC-Absentee By Mail 7 - 184,8,17,0
ICC-Absentee By Mail 3 - 145,16,33,0
ICC-Absentee By Mail 7 - 185,18,20,0
ICC-Absentee By Mail 3 - 146,3,5,0
ICC-Absentee By Mail 7 - 186,8,33,0
ICC-Absentee By Mail 7 - 187,5,10,0
ICC-Absentee By Mail 5 - 12,2,13,0
ICC-Absentee By Mail 7 - 188,13,15,0
ICC-Absentee By Mail 3 - 147,15,29,0
ICC-Absentee By Mail 7 - 189,14,35,1
ICC-Absentee By Mail 3 - 148,6,19,1
AV-Board of VR-Elections ICP 2A 1-78 - 0,1391,2790,65
AV-Board of VR-Elections ICP 1A 1-78 - 0,1816,3645,104
AV-Rhodes Jordan Park ICP 2B 79-156 - 0,987,1971,65
AV-Rhodes Jordan Park ICP 2A 1-78 - 0,493,805,32
AV-Rhodes Jordan Park ICP 1A 1-78 - 0,941,1828,53
AV-Rhodes Jordan Park ICP 1B 79-156 - 0,1238,2223,67
AV-Hudgens Art Center ICP 1A 1-78 - 0,466,929,36
AV-Hudgens Art Center ICP 1B 79-156 - 0,1287,1903,65
AV-Hudgens Art Center ICP 2A 1-78 - 0,290,482,18
AV-Hudgens Art Center ICP 2B 79-156 - 0,612,952,21
AV-Pickneyville ICP 2B 79-156 - 0,1086,933,54
AV-Pickneyville ICP 1A 1-78 - 0,1065,1217,45
AV-Pickneyville ICP 1B 79-156 - 0,1603,1543,70
AV-Pickneyville ICP 2A 1-78 - 0,1927,2002,95
AV-Dacula ICP 2A 1-78 - 0,2200,1655,95
AV-Dacula ICP 1B 79-156 - 0,1566,1153,63
AV-Dacula ICP 2B 79-156 - 0,2331,1826,110
AV-Dacula ICP 1A 1-78 - 0,2614,2116,119
AV-Shorty Howell ICP 2A 1-78 - 0,1459,2788,72
AV-Shorty Howell ICP 2B 79-156 - 0,869,1794,45
AV-Shorty Howell ICP 1A 1-78 - 0,883,1988,50
AV-Shorty Howell ICP 1B 79-156 - 0,1532,2875,90
AV-Lenora Park Gym ICP 1A 1-78 - 0,1322,3356,79
AV-Lenora Park Gym ICP 2A 1-78 - 0,1881,4864,112
ICC-Absentee By Mail 3 - 149,13,33,2
ICC-Absentee By Mail 3 - 150,19,21,1
ICC-Absentee By Mail 3 - 151,14,23,2
ICC-Absentee By Mail 3 - 152,16,18,0
ICC-Absentee By Mail 3 - 153,20,28,1
ICC-Absentee By Mail 3 - 154,16,19,0
ICC-Absentee By Mail 3 - 155,24,26,0
ICC-Absentee By Mail 3 - 156,11,34,2
ICC-Absentee By Mail 3 - 157,21,26,2
ICC-Absentee By Mail 3 - 158,23,27,0
ICC-Absentee By Mail 3 - 159,12,31,2
ICC-Absentee By Mail 5 - 15,7,10,1
ICC-Absentee By Mail 7 - 190,7,7,1
ICC-Absentee By Mail 3 - 160,17,32,1
ICC-Absentee By Mail 7 - 191,21,28,0
ICC-Absentee By Mail 7 - 192,15,35,0
ICC-Absentee By Mail 3 - 161,11,34,3
ICC-Absentee By Mail 3 - 162,17,23,0
ICC-Absentee By Mail 7 - 193,16,31,1
ICC-Absentee By Mail 7 - 194,25,21,4
ICC-Absentee By Mail 3 - 163,20,29,1
ICC-Absentee By Mail 3 - 164,19,29,1
ICC-Absentee By Mail 7 - 195,21,28,0
ICC-Absentee By Mail 3 - 165,17,32,1
ICC-Absentee By Mail 3 - 166,21,25,2
ICC-Absentee By Mail 7 - 196,11,34,1
ICC-Absentee By Mail 5 - 13,2,3,1
ICC-Absentee By Mail 7 - 197,16,33,1
ICC-Absentee By Mail 7 - 198,13,36,1
ICC-Absentee By Mail 5 - 14,10,24,0
ICC-Absentee By Mail 7 - 199,20,28,2
ICC-Absentee By Mail 7 - 200,25,25,0
ICC-Absentee By Mail 7 - 201,22,29,0
ICC-Absentee By Mail 7 - 202,14,33,1
ICC-Absentee By Mail 7 - 203,6,26,0
ICC-Absentee By Mail 7 - 204,25,23,0
ICC-Absentee By Mail 7 - 205,7,42,0
ICC-Absentee By Mail 7 - 206,16,27,0
ICC-Absentee By Mail 7 - 207,19,29,1
ICC-Absentee By Mail 7 - 208,17,20,0
ICC-Absentee By Mail 7 - 209,15,32,2
ICC-Absentee By Mail 7 - 210,19,31,0
AV-Lucky Shoals Park ICP 2A 1-78 - 0,566,1911,53
AV-Lucky Shoals Park ICP 2B 79-156 - 0,204,451,18
AV-Lucky Shoals Park ICP 1A 1-78 - 0,793,2342,57
AV-Mountain Park ICP 2A 1-78 - 0,2272,2911,99
AV-Lenora Park Gym ICP 1B 79-156 - 0,1092,3072,80
ICC-Absentee By Mail 7 - 211,14,30,1
AV-Lenora Park Gym ICP 2B 79-156 - 0,1221,3714,66
ICC-Absentee By Mail 3 - 167,14,34,2
ICC-Absentee By Mail 3 - 168,23,33,0
ICC-Absentee By Mail 3 - 169,10,17,3
ICC-Absentee By Mail 3 - 170,17,19,1
ICC-Absentee By Mail 3 - 171,15,35,0
ICC-Absentee By Mail 3 - 172,8,29,2
ICC-Absentee By Mail 3 - 173,6,5,0
ICC-Absentee By Mail 7 - 212,19,12,1
ICC-Absentee By Mail 7 - 213,18,28,1
ICC-Absentee By Mail 7 - 214,7,14,1
ICC-Absentee By Mail 7 - 215,10,13,1
ICC-Absentee By Mail 7 - 216,8,22,0
ICC-Absentee By Mail 7 - 217,16,33,1
ICC-Absentee By Mail 7 - 218,22,27,0
ICC-Absentee By Mail 7 - 219,10,32,0
ICC-Absentee By Mail 7 - 220,10,13,0
AV-Lucky Shoals Park ICP 1B 79-156 - 0,431,1017,33
AV-Mountain Park ICP 1B 79-156 - 0,2025,2112,98
AV-Mountain Park ICP 1A 1-78 - 0,1953,2572,92
ICC-Absentee By Mail 7 - 221,14,33,0
ICC-Absentee By Mail 3 - 174,15,21,1
ICC-Absentee By Mail 3 - 175,11,20,1
ICC-Absentee By Mail 7 - 222,5,25,0
ICC-Absentee By Mail 3 - 176,18,17,0
ICC-Absentee By Mail 7 - 223,15,29,3
AV-Mountain Park ICP 2B 79-156 - 0,879,917,39
ICC-Absentee By Mail 3 - 177,3,1,0
ICC-Absentee By Mail 7 - 224,11,34,5
AV-Bogan Park ICP 2A 1-78 - 0,3639,2422,156
ICC-Absentee By Mail 7 - 225,20,28,1
ICC-Absentee By Mail 3 - 178,10,30,2
AV-George Pierce Park ICP 1A 1-78 - 0,1314,1189,51
ICC-Absentee By Mail 7 - 226,11,14,0
ICC-Absentee By Mail 3 - 179,4,11,0
AV-George Pierce Park ICP 1B 79-156 - 0,3681,2936,170
ICC-Absentee By Mail 7 - 227,2,18,0
ICC-Absentee By Mail 3 - 180,8,35,0
ICC-Absentee By Mail 3 - 181,5,15,0
ICC-Absentee By Mail 7 - 228,6,16,0
AV-Bogan Park ICP 1A 1-78 - 0,3711,2417,167
ICC-Absentee By Mail 3 - 182,11,29,2
ICC-Absentee By Mail 7 - 229,14,29,6
ICC-Absentee By Mail 3 - 183,8,19,0
ICC-Absentee By Mail 3 - 184,14,34,0
ICC-Absentee By Mail 7 - 230,12,14,0
ICC-Absentee By Mail 7 - 231,18,30,0
ICC-Absentee By Mail 3 - 185,17,29,2
ED-031 Hog Mountain D ICP 1 - 0,194,105,17
ED-031 Hog Mountain D ICP2 - 0,194,105,16
ED-119 Berkshire O ICP 1 - 0,188,118,13
ED-119 Berkshire O ICP2 - 0,195,110,9
ED-052 Berkshire G ICP2 - 0,64,48,6
ED-052 Berkshire G ICP 1 - 0,156,102,19
ED-092 Berkshire J ICP2 - 0,183,117,11
ED-092 Berkshire J ICP 1 - 0,161,105,8
ED-109 Berkshire M ICP 1 - 0,236,156,17
ED-093 Cates M ICP2 - 0,178,111,14
ICC-Absentee By Mail 5 - 16,7,23,1
ED-093 Cates M ICP 1 - 0,356,237,40
ED-020 Pinckneyville A ICP2 - 0,53,132,4
