Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED-Homerville ICP 1 - 0,445,141
AV-Elections Office - ICP 1 - 0,682,257
ICC - Absentee by Mail - 1,25,12
ICC - Absentee by Mail - 2,6,3
ICC - Absentee by Mail - 3,1,0
ED-Dupont ICP 1 - 0,97,22
ED-Arabia ICP 1 - 0,51,2
ED-Argyle ICP 1 - 0,107,14
ED-Fargo ICP 1 - 0,100,12
