Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - So Cherokee Rec Center - 28,13,10,0
ICC - So Cherokee Rec Center - 29,19,3,0
ICC - So Cherokee Rec Center - 30,4,0,1
ICC - So Cherokee Rec Center - 31,13,8,0
ICC - So Cherokee Rec Center - 32,7,7,0
ICC - So Cherokee Rec Center - 33,9,6,0
ICC - So Cherokee Rec Center - 34,3,4,0
ICC - So Cherokee Rec Center - 35,12,1,0
ICC - So Cherokee Rec Center - 36,15,4,0
ICC - So Cherokee Rec Center - 37,2,19,0
ICC - So Cherokee Rec Center - 38,0,14,0
ICC - So Cherokee Rec Center - 39,2,6,0
ICC - Absentee By Mail - 206,16,5,1
ICC - Absentee By Mail - 207,16,8,0
ICC - Absentee By Mail - 208,14,9,0
ICC - Absentee By Mail - 209,14,10,1
ICC - Absentee By Mail - 210,9,15,0
ICC - Absentee By Mail - 211,11,10,3
ICC - Absentee By Mail - 212,9,13,1
ICC - Absentee By Mail - 213,14,10,1
ICC - Absentee By Mail - 214,17,7,1
ICC - Absentee By Mail - 215,10,18,2
AV-Elections Warehouse ICP 3 - 0,867,328,52
AV-Grace Community Church ICP 2 - 0,1283,366,89
AV-Oak Grove Fire Station 19 ICP 1 - 0,1820,1020,103
AV-Ball Ground Library ICP 1 - 0,4279,598,194
AV-Rose Creek Library ICP 2 - 0,782,416,53
AV-So Cherokee Rec Center ICP 2 - 0,5451,2501,243
AV-Rose Creek Library ICP 1 - 0,6055,2408,295
AV-BluffNorthside Cherokee Conf Ctr ICP 1 - 0,5345,1377,236
AV-So Cherokee Rec Center ICP 1 - 0,5817,2617,276
AV-Elections Warehouse ICP 2 - 0,6903,1865,296
ICC - Absentee By Mail - 216,13,10,1
ICC - Absentee By Mail - 217,7,6,1
AV-Grace Community Church ICP 1 - 0,4683,1185,207
ED-Liberty ICP 1 - 0,1220,393,85
ED-Clayton ICP 1 - 0,914,154,67
ED-Bradshaw ICP 1 - 0,787,160,66
ED-Ball Ground ICP 1 - 0,752,101,53
ED-Avery ICP 1 - 0,778,120,47
ED-Teasley ICP 1 - 0,1399,344,92
ED-Oak Grove ICP 1 - 0,563,150,49
ED-R M Moore ICP 1 - 0,827,74,55
ED-Toonigh ICP 1 - 0,1138,382,97
ED-Woodlands ICP 1 - 0,831,365,64
ED-Kellogg ICP 1 - 0,855,321,76
ED-Woodstock ICP 1 - 0,998,409,61
ED-R T Jones ICP 1 - 0,279,110,24
ED-Canton ICP 1 - 0,924,296,75
ED-Conns Creek ICP 1 - 0,304,18,16
ED-Union Hill ICP 1 - 0,1190,162,76
ED-Macedonia ICP 1 - 0,1092,217,76
ED-Mountain Road ICP 1 - 0,669,159,53
ED-Little River ICP 1 - 0,1087,433,71
ED-Dixie ICP 1 - 0,760,343,61
ED-Bridgemill ICP 1 - 0,911,201,53
ED-Hickory Flat ICP 1 - 0,1451,378,118
ED-Sixes ICP 1 - 0,631,136,42
ED-Sutallee ICP 1 - 0,834,102,57
ED-Deer Run ICP 1 - 0,709,217,38
ED-Arnold Mill ICP 1 - 0,1009,241,80
ED-Air Acres ICP 1 - 0,625,209,53
ED-Rosecreek ICP 1 - 0,635,180,56
ED-Holly Springs ICP 1 - 0,534,149,43
ED-Neese ICP 1 - 0,1124,451,90
ED-Bascomb ICP 1 - 0,767,231,59
ED-Victoria ICP 1 - 0,601,134,54
ED-Univeter ICP 1 - 0,893,136,60
ED-Carmel ICP 1 - 0,640,331,43
ED-Salacoa ICP 1 - 0,278,21,23
ED-Booth ICP 1 - 0,654,159,48
ED-Hillside ICP 1 - 0,539,104,46
ED-Hightower ICP 1 - 0,687,74,57
ED-Freehome ICP 1 - 0,1152,128,78
ED-Waleska ICP 1 - 0,705,109,45
ED-Bells ICP 1 - 0,760,370,81
ED-Wildcat ICP 1 - 0,708,170,49
ICC - Absentee By Mail - 218,30,24,2
ICC - Absentee By Mail - 219,39,50,4
AV-Elections Warehouse ICP 1 - 0,3763,1045,145
ICC - Absentee By Mail - 220,7,12,3
ICC - Provisional - 1,18,10,3
