Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,147
Absentee by Mail,Absentee By Mail ICC - 2,15
Advance Voting,AV-Election Office ICP 1 - 0,3035
Election Day,Election Day Central ICP 1 - 0,793
Election Day,Election Day Central ICP 2 - 0,755
