Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED-Precinct One ICP 2 - 0,634,92
ICC - Absentee By Mail - 1,21,29
ICC - Absentee By Mail - 2,20,17
AV-Registrars Office ICP 1 - 0,705,208
