Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,20,29,0
Absentee By Mail ICC - 2,25,25,0
Absentee By Mail ICC - 3,6,20,0
AV-Elections Office ICP 1 - 0,326,252,11
ED-Anna ICP 1 - 0,89,28,5
ED-Hoggards Mill ICP 1 - 0,64,41,1
ED-Newton ICP 1 - 0,52,31,1
ED-Elmodel ICP 1 - 0,51,13,1
ED-Milford ICP 1 - 0,102,27,4
Provisional ICC - 1,3,4,0
