Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
AV-Elections Office - ICP 1 - 0,1484,370
ICC - Absentee by Mail - 1,12,13
ICC - Absentee by Mail - 2,15,9
ICC - Absentee by Mail - 3,14,11
ICC - Absentee by Mail - 4,17,8
ICC - Absentee by Mail - 5,14,6
ED-Blackburn 2 ICP 1 - 0,234,11
ED-Ocmulgee 2 ICP 1 - 0,147,10
ED-Hazlehurst ICP 1 - 0,133,134
ED-Southside Gym ICP 1 - 0,741,145
ED-Altamaha 2 ICP 1 - 0,442,19
ED-Whitehead 2 ICP 1 - 0,218,6
