Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee By Mail - 1,13,7
ICC-Absentee By Mail - 2,13,13
ICC-Absentee By Mail - 3,8,7
ICC-Absentee By Mail - 4,17,4
ICC-Absentee By Mail - 5,4,8
ICC-Absentee By Mail - 6,2,3
AV-Courthouse ICP 1 - 0,765,505
ED-North Jenkins Co VFD ICP 1 - 0,194,36
ED-South Jenkins Co VFD ICP 1 - 0,267,75
ED-Primary School-Courthouse-Senior Citizens Center ICP 1 - 0,364,216
