Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ED-JSCC ICP 1 - 0,540,222
ED-JSCC ICP 2 - 0,298,94
AV-Elections Office - ICP 2 - 0,751,250
AV-Elections Office - ICP 1 - 0,697,303
ICC - Absentee by Mail - 1,8,17
ICC - Absentee by Mail - 2,13,12
ICC - Absentee by Mail - 3,9,16
ICC - Absentee by Mail - 4,14,11
ICC - Absentee by Mail - 5,9,12
ICC - Absentee by Mail - 6,2,0
ICC - Absentee by Mail - 7,0,3
