Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ED-McRae ICP 1 - 0,240,135,4
ED-Helena ICP 1 - 0,147,66,5
AV-Elections Office - ICP 1 - 0,1128,401,22
ED-Milan ICP 1 - 0,253,18,7
ED-Lumber-City ICP 1 - 0,191,88,4
ED-Jacksonville ICP 1 - 0,175,41,5
ED-Scotland ICP 1 - 0,118,18,1
ICC - Absentee by Mail - 1,13,36,0
ICC - Absentee by Mail - 2,24,24,2
ICC - Absentee by Mail - 3,31,14,3
ICC - Absentee by Mail - 4,21,26,2
ICC - Absentee by Mail - 5,15,23,0
