Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC - 1,7,16
Absentee By Mail ICC - 2,4,19
Absentee By Mail ICC - 3,11,12
Absentee By Mail ICC - 4,7,16
Absentee By Mail ICC - 5,4,19
AV-Election Office ICP 1 - 0,325,400
ED-Leary ICP 1 - 0,74,118
ED-Edison-Arlington ICP 1 - 0,72,89
ED-Edison ICP 1 - 0,28,101
ED-Arlington ICP 1 - 0,29,117
ED-Morgan ICP 1 - 0,103,18
