Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
AV-Elections Office ICP 1 - 0,603,252
ED-Pearson County ICP 1 - 0,320,25
Absentee By Mail ICC - 1,32,28
ED-Pearson City ICP 1 - 0,54,69
ED-Willacoochee ICP 1 - 0,263,102
ED-Axson ICP 1 - 0,252,9
