Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
AV-Elections Office ICP 1 - 0,261,174
ED-Georgetown ICP 1 - 0,180,112
ED-Morris ICP 1 - 0,20,19
Absentee By Mail ICC - 1,16,25
