Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
AV-Milton Community Ctr ICP 1 - 0,1162,324,55
AV-Fulton County Gov Ctr ICP 2 - 0,131,916,15
AV-Fulton County Gov Ctr ICP 1 - 0,142,1264,17
AV-Georgia State University ICP 1 - 0,23,332,2
AV-Morehouse College Archer Hall ICP 1 - 0,6,171,3
AV-Georgia Tech Ferst Ctr ICP 1 - 0,165,944,12
AV-College Park Library  ICP 2 - 0,229,1645,37
AV-College Park Library ICP 1 - 0,295,1912,34
AV-Evelyn G. Lowery Library ICP 2 - 0,102,1552,16
AV-Evelyn G. Lowery Library ICP 1 - 0,97,1751,19
AV-Johns Creek Environmental Campus ICP 2 - 0,1360,878,64
AV-High Museum of Art ICP 1 - 0,1013,4177,60
AV-High Museum of Art ICP 2 - 0,1085,4307,66
AV-Johns Creek Environmental Campus ICP 1 - 0,1357,895,50
AV-Welcome All Rec Ctr ICP 1 - 0,18,259,2
AV-NE Spruill Oaks Library ICP 2 - 0,2384,1482,105
AV-NE Spruill Oaks Library ICP 1 - 0,1074,650,53
AV-Welcome All Rec Ctr ICP 2 - 0,188,3169,35
AV-Ponce De Leon Library ICP 2 - 0,869,5700,46
AV-Ponce De Leon Library ICP 1 - 0,567,3206,44
AV-Palmetto Library ICP 2 - 0,495,990,29
AV-Palmetto Library ICP 1 - 0,437,958,21
AV-Northside Library ICP 2 - 0,3823,3146,130
AV-New Beginnings Senior Ctr ICP 1 - 0,9,70,1
AV-Northside Library ICP 1 - 0,1447,982,34
AV-Robert F. Fulton Ocee Library ICP 1 - 0,2009,1954,94
AV-New Beginnings Senior Ctr ICP 2 - 0,681,4519,51
AV-Robert F. Fulton Ocee Library ICP 2 - 0,3073,3182,104
AV-Selena Butler Park ICP 1 - 0,147,1473,23
AV-Selena Butler Park ICP 2 - 0,215,1943,22
AV-Park Place at Newtown ICP 1 - 0,1372,967,39
AV-Park Place at Newtown ICP 2 - 0,2422,1593,82
AV-North Fulton Svc Center ICP 2 - 0,2146,3489,133
AV-Roswell Library ICP 1 - 0,995,722,46
AV-East Roswell Library ICP 1 - 0,745,883,33
AV-North Fulton Svc Center ICP 1 - 0,1890,2892,109
AV-Roswell Library ICP 2 - 0,3527,2633,133
AV-East Roswell Library ICP 2 - 0,3026,3346,158
AV-East Point Library ICP 1 - 0,273,2616,39
AV-Milton Library ICP 1 - 0,2687,1372,112
AV-East Point Library ICP 2 - 0,575,5343,66
AV-Milton Library ICP 2 - 0,4110,2265,190
AV-So Fulton Srvc Center ICP 2 - 0,393,5969,55
AV-So Fulton Srvc Center ICP 1 - 0,33,266,4
AV-Buckhead Library ICP 1 - 0,546,1105,25
AV-Chastain Park Rec Center ICP 1 - 0,2497,1645,84
AV-Chastain Park Rec Center ICP 2 - 0,3761,2595,131
AV-Buckhead Library ICP 2 - 0,2966,5519,116
AV-Wolf Creek Library ICP 1 - 0,105,1676,13
AV-NW Branch Library Scotts Crossing ICP 1 - 0,322,1710,39
AV-NW Branch Library Scotts Crossing ICP 2 - 0,533,2922,51
AV-SW Arts Cener ICP 2 - 0,212,3897,30
AV-Wolf Creek Library ICP 2 - 0,352,6283,39
AV-SW Arts Cener ICP 1 - 0,67,975,7
AV-CT Martin Rec Center ICP 2 - 0,211,3769,47
AV-CT Martin Rec Center ICP 1 - 0,243,4282,63
AV-Etris-Darnell Community Recreation ICP 1 - 0,76,820,9
AV-Etris-Darnell Community Recreation ICP 2 - 0,119,1383,10
AV-Adams Park Library ICP 1 - 0,196,2746,39
AV-GS Dennard Library ICP 1 - 0,220,3304,42
AV-GS Dennard Library ICP 2 - 0,210,3367,44
AV-Adams Park Library ICP 2 - 0,222,3299,52
AV-Metropolitan Library ICP 2 - 0,395,5569,59
ED-UC02C-UC02D ICP 2 - 0,11,162,5
ED-SC21A-UC031-UC032-UC033-UC035 ICP 1 - 0,66,273,9
AV-Metropolitan Library ICP 1 - 0,365,5083,66
AV-Alpharetta Library ICP 1 - 0,1130,1022,46
AV-Alpharetta Library ICP 2 - 0,2620,2449,93
ED-UC01A-UC01B-UC01C-UC01D-UC01E ICP 1 - 0,9,99,0
ED-UC02A-UC02B-UC02E ICP 1 - 0,19,178,1
ED-UC02C-UC02D ICP 1 - 0,7,179,12
ED-UC02A-UC02B-UC02E ICP 2 - 0,25,293,6
ED-UC01A-UC01B-UC01C-UC01D-UC01E ICP 2 - 0,29,318,5
ED-SS19B ICP 2 - 0,52,56,5
ED-SS19B ICP 1 - 0,50,65,10
ED-SS29A ICP 2 - 0,93,87,9
ED-SS29A ICP 1 - 0,114,132,7
ED-SS26 ICP 1 - 0,92,316,14
ED-SS19A-SS22 ICP 2 - 0,89,119,11
ED-SS16 ICP 1 - 0,278,102,16
ED-SS19A-SS22 ICP 1 - 0,186,293,28
ED-SS17 ICP 1 - 0,415,246,25
ED-SS15A-SS15B ICP 1 - 0,205,431,25
ED-SS13A-SS13B ICP 1 - 0,291,275,15
ED-SS11B-SS11C-SS11D ICP 2 - 0,102,129,20
ED-SS12-SS14 ICP 1 - 0,243,109,12
ED-SS12-SS14 ICP 2 - 0,258,121,12
ED-SS09A ICP 1 - 0,0,1,0
ED-SS11B-SS11C-SS11D ICP 1 - 0,10,42,2
ED-SS09B ICP 1 - 0,322,125,20
ED-SS09A ICP 2 - 0,337,124,28
ED-SS11A ICP 1 - 0,240,296,16
ED-SS03-SS03A-SS07A-SS07B-SS07C-SS07D ICP 1 - 0,192,122,17
ED-SS03-SS03A-SS07A-SS07B-SS07C-SS07D ICP 2 - 0,188,133,13
ED-SS08A-SS08B-SS08C-SS08D-SS08E ICP 2 - 0,125,174,8
ED-SS08A-SS08B-SS08C-SS08D-SS08E ICP 1 - 0,233,278,19
ED-SS06-SS31 ICP 1 - 0,289,201,14
ED-SS01-SS01A ICP 1 - 0,174,54,8
ED-SS02A-SS02B ICP 1 - 0,155,169,10
ED-SS05-SS18A-SS18B-SS18C ICP 1 - 0,334,152,23
ED-SS04-SS04A ICP 1 - 0,283,272,26
ED-SS01-SS01A ICP 2 - 0,425,151,18
ED-SC32-FC02 ICP 2 - 0,1,1,0
ED-SC32-FC02 ICP 1 - 0,5,7,1
ED-SC29A ICP 1 - 0,3,112,1
ED-SC23B-SC23C ICP 2 - 0,16,121,4
ED-SC29A ICP 2 - 0,25,198,6
ED-SC20 ICP 1 - 0,21,171,5
ED-SC23B-SC23C ICP 1 - 0,18,192,5
ED-SC211-SC212 ICP 2 - 0,25,207,8
ED-SC23A ICP 1 - 0,46,424,6
ED-SC211-SC212 ICP 1 - 0,50,442,10
ED-SC08C-SC17A-SC17B-SC17C ICP 1 - 0,14,107,6
ED-SC16A-SC16B-SC33 ICP 2 - 0,19,214,6
ED-SC16A-SC16B-SC33 ICP 1 - 0,22,252,3
ED-SC18A-SC18B-SC18C-SC18D ICP 1 - 0,28,290,9
ED-SC15A ICP 1 - 0,24,316,6
ED-SC11A ICP 1 - 0,15,156,8
ED-SC13-SC13A ICP 1 - 0,29,237,8
ED-SC09C-SC27 ICP 1 - 0,35,325,12
ED-SC09A-SC09B ICP 1 - 0,22,303,6
ED-SC15 ICP 1 - 0,45,362,7
ED-SC08D-SC08E-SC08F-SC08G-SC08H ICP 2 - 0,9,84,3
ED-SC08D-SC08E-SC08F-SC08G-SC08H ICP 1 - 0,4,98,6
ED-SC07A-SC07B-SC07C ICP 1 - 0,15,127,6
ED-SC07A-SC07B-SC07C ICP 2 - 0,37,177,8
ED-SC07D-SC07E ICP 1 - 0,33,203,4
ED-SC04 ICP 1 - 0,21,45,1
ED-SC04 ICP 2 - 0,27,46,2
ED-SC02-SC02A ICP 1 - 0,8,76,0
ED-SC05B-SC05C ICP 1 - 0,27,314,15
ED-SC05A-SC05D-SC05E ICP 1 - 0,42,401,14
ED-SC01A-SC01B-SC01C-SC31 ICP 2 - 0,3,69,1
ED-RW19 ICP 2 - 0,164,55,14
ED-SC01A-SC01B-SC01C-SC31 ICP 1 - 0,34,337,5
ED-RW20 ICP 1 - 0,208,135,23
ED-RW21-RW21A ICP 1 - 0,284,124,18
ED-RW17 ICP 2 - 0,88,92,9
ED-RW19 ICP 1 - 0,193,64,15
ED-RW17 ICP 1 - 0,152,173,20
ED-RW16 ICP 1 - 0,314,128,19
ED-RW13 ICP 1 - 0,433,262,28
ED-RW11A-RW11B ICP 2 - 0,68,50,5
ED-RW11A-RW11B ICP 1 - 0,176,118,18
ED-RW12A ICP 1 - 0,391,195,33
ED-RW10-RW10A ICP 1 - 0,453,186,38
ED-RW12 ICP 1 - 0,526,206,36
ED-RW09A ICP 1 - 0,340,126,37
ED-RW09 ICP 1 - 0,665,191,36
ED-RW08 ICP 1 - 0,333,128,24
ED-RW06 ICP 2 - 0,31,27,3
ED-RW06 ICP 1 - 0,282,213,37
ED-RW05-RW05A ICP 2 - 0,155,185,15
ED-RW05-RW05A ICP 1 - 0,75,82,14
ED-RW04 ICP 2 - 0,98,53,21
ED-RW04 ICP 1 - 0,74,49,11
ED-RW03A-RW03C ICP 1 - 0,199,189,19
ED-RW03-RW03B ICP 1 - 0,229,176,22
ED-RW02 ICP 1 - 0,522,273,52
ED-RW01 ICP 2 - 0,136,61,12
ED-RW01 ICP 1 - 0,499,193,34
ED-PA01 ICP 1 - 0,75,214,13
ED-MP01 ICP 1 - 0,15,11,1
ED-MP01 ICP 2 - 0,119,103,11
ED-ML06B ICP 1 - 0,77,64,8
ED-ML06A ICP 1 - 0,142,176,11
ED-ML06B ICP 2 - 0,182,160,10
ED-ML03-ML07A-ML07B ICP 2 - 0,270,83,8
ED-ML05 ICP 1 - 0,264,143,10
ED-ML05 ICP 2 - 0,242,135,18
ED-ML04 ICP 1 - 0,441,132,33
ED-ML03-ML07A-ML07B ICP 1 - 0,544,180,28
ED-ML03A ICP 1 - 0,87,15,7
ED-ML01A-ML01B-ML01C ICP 1 - 0,421,168,26
ED-ML02A-ML02B ICP 2 - 0,677,150,42
ED-JC18 ICP 2 - 0,88,35,1
ED-JC18 ICP 1 - 0,213,108,11
ED-JC16 ICP 1 - 0,271,167,30
ED-JC14-JC15 ICP 1 - 0,283,158,17
ED-JC19-JC19A ICP 1 - 0,330,221,33
ED-JC12 ICP 1 - 0,104,28,2
ED-JC12 ICP 2 - 0,168,41,11
ED-JC13A-JC13B ICP 1 - 0,285,103,16
ED-JC10 ICP 1 - 0,200,168,10
ED-JC11 ICP 1 - 0,320,178,26
ED-JC08 ICP 2 - 0,8,6,1
ED-JC07 ICP 2 - 0,64,58,4
ED-JC08 ICP 1 - 0,256,180,24
ED-JC09 ICP 1 - 0,273,212,17
ED-JC07 ICP 1 - 0,329,217,32
ED-JC06 ICP 2 - 0,53,33,2
ED-JC04A-JC04B-JC04C ICP 2 - 0,165,113,13
ED-JC04A-JC04B-JC04C ICP 1 - 0,180,117,12
ED-JC06 ICP 1 - 0,232,126,19
ED-JC05 ICP 1 - 0,208,142,10
ED-JC03A-JC03B ICP 2 - 0,72,47,2
ED-JC03A-JC03B ICP 1 - 0,147,115,13
ED-JC01A ICP 2 - 0,219,180,13
ED-JC02 ICP 1 - 0,291,197,17
ED-FA01D ICP 1 - 0,6,28,1
ED-FA01C ICP 2 - 0,9,61,1
ED-HP01 ICP 1 - 0,66,105,4
ED-HP01 ICP 2 - 0,190,340,20
ED-JC01 ICP 1 - 0,320,272,23
ED-EP04C ICP 2 - 0,0,9,1
ED-EP04C ICP 1 - 0,24,184,4
ED-FA01B ICP 2 - 0,41,225,6
ED-FA01B ICP 1 - 0,62,281,12
ED-FA01A ICP 1 - 0,48,318,14
ED-EP03B ICP 1 - 0,18,161,7
ED-EP03A ICP 1 - 0,21,165,4
ED-EP04B ICP 1 - 0,22,240,13
ED-EP04A ICP 1 - 0,22,310,8
ED-EP03A ICP 2 - 0,46,270,5
ED-EP01B-EP01C ICP 2 - 0,16,98,4
ED-EP02B-EP02D-EP02E ICP 2 - 0,52,148,10
ED-EP02B-EP02D-EP02E ICP 1 - 0,31,168,8
ED-EP02A-EP02C ICP 1 - 0,25,245,11
ED-EP01A ICP 2 - 0,21,139,8
ED-EP01A ICP 1 - 0,26,151,11
ED-EP01B-EP01C ICP 1 - 0,24,195,9
ED-CP081-CP083-CP084-CP08A-SC10 ICP 1 - 0,13,234,10
ED-CP051-CP052-CP05B-CP05C-CP06A-CP06B-CP07A-CP07B-CP07C-CP07D-CP07E-CP07F ICP 1 - 0,24,363,10
ED-CP012-CP01B-CP02-CP04A-CP04B ICP 1 - 0,75,232,11
ED-CH01-CH02-CH03-CH04A-CH04B-CH05 ICP 1 - 0,291,116,30
ED-AP12A-AP12B-AP12C-AP12D ICP 2 - 0,170,96,11
ED-AP12A-AP12B-AP12C-AP12D ICP 1 - 0,208,118,12
ED-AP14-AP14A ICP 1 - 0,272,161,17
ED-AP10 ICP 1 - 0,119,47,7
ED-AP09A-AP09B ICP 1 - 0,206,159,18
ED-AP09A-AP09B ICP 2 - 0,265,182,13
ED-AP07A ICP 1 - 0,381,228,37
ED-AP05 ICP 1 - 0,273,116,18
ED-AP05 ICP 2 - 0,273,137,10
ED-AP03-RW07A-RW07B ICP 1 - 0,115,320,15
ED-AP02B-AP022-AP023 ICP 1 - 0,296,207,29
ED-AP04A-AP04B-AP06 ICP 1 - 0,490,184,52
ED-AP01A ICP 1 - 0,143,112,7
ED-AP01C-AP01D-AP01E ICP 1 - 0,282,186,19
ED-AP01A ICP 2 - 0,335,193,12
ED-AP01B-AP07B-AP07C ICP 1 - 0,309,255,19
ED-AP021 ICP 1 - 0,347,203,32
ED-12K-12N ICP 2 - 0,3,16,0
ED-12L ICP 1 - 0,3,70,2
ED-12S ICP 1 - 0,5,75,0
ED-12S ICP 2 - 0,15,158,3
ED-12M ICP 1 - 0,27,410,10
ED-12F ICP 1 - 0,12,138,7
ED-12J ICP 1 - 0,39,333,10
ED-12K-12N ICP 1 - 0,38,438,12
ED-12H1-12H2 ICP 1 - 0,39,476,19
ED-12E1-12E2 ICP 1 - 0,14,104,7
ED-11R ICP 1 - 0,10,160,4
ED-12A ICP 1 - 0,35,207,4
ED-12D-12G ICP 1 - 0,20,221,4
ED-12A1 ICP 1 - 0,61,415,17
ED-11M1 ICP 1 - 0,12,152,1
ED-11P ICP 1 - 0,20,139,7
ED-11N ICP 1 - 0,28,233,4
ED-11K ICP 2 - 0,0,14,1
ED-11M ICP 1 - 0,12,148,2
ED-11K ICP 1 - 0,11,162,7
ED-11J ICP 1 - 0,20,210,4
ED-11C-11C2-11C3 ICP 1 - 0,18,185,5
ED-11B1 ICP 1 - 0,14,199,6
ED-11G-12I ICP 1 - 0,24,222,6
ED-11E1-11E2 ICP 1 - 0,28,238,8
ED-11E3 ICP 1 - 0,35,403,6
ED-10R ICP 1 - 0,5,97,3
ED-10J ICP 1 - 0,22,180,3
ED-10K-11H ICP 1 - 0,32,246,6
ED-11B-11B2 ICP 1 - 0,25,291,4
ED-10M ICP 1 - 0,48,398,8
ED-10D-10D1-10D2 ICP 2 - 0,4,87,1
ED-10B-10I ICP 2 - 0,12,101,3
ED-10C ICP 1 - 0,16,203,6
ED-10D-10D1-10D2 ICP 1 - 0,25,232,6
ED-10G-10H1-10H2 ICP 1 - 0,49,399,4
ED-09K ICP 1 - 0,17,163,13
ED-09K1 ICP 1 - 0,19,233,7
ED-09M ICP 1 - 0,126,234,15
ED-10B-10I ICP 1 - 0,36,344,9
ED-10A ICP 1 - 0,26,378,5
ED-09B ICP 1 - 0,3,36,2
ED-09D ICP 1 - 0,17,244,4
ED-09E ICP 1 - 0,52,296,6
ED-09A ICP 1 - 0,255,464,29
ED-09G ICP 1 - 0,241,455,15
ED-08L ICP 2 - 0,108,123,7
ED-08N1-08N2 ICP 1 - 0,177,116,9
ED-08K ICP 1 - 0,135,89,6
ED-08P-09H ICP 1 - 0,112,324,10
ED-08L ICP 1 - 0,205,211,16
ED-08G-08M ICP 1 - 0,196,141,9
ED-08H ICP 1 - 0,233,93,8
ED-08F1 ICP 1 - 0,252,81,11
ED-08G-08M ICP 2 - 0,274,159,22
ED-08J ICP 1 - 0,366,240,18
ED-08E-08F2-09F ICP 2 - 0,72,55,2
ED-08E-08F2-09F ICP 1 - 0,528,331,31
ED-08D ICP 2 - 0,61,14,1
ED-08D ICP 1 - 0,44,6,0
ED-08B ICP 1 - 0,333,170,13
ED-07C ICP 2 - 0,132,140,14
ED-07D ICP 1 - 0,184,194,18
ED-07E-07N ICP 1 - 0,177,312,20
ED-08A-08C-08C1 ICP 1 - 0,381,167,24
ED-07F ICP 1 - 0,352,264,27
ED-07C ICP 1 - 0,154,168,11
ED-07A ICP 1 - 0,248,154,15
ED-07B ICP 1 - 0,440,129,17
ED-07A1-07D1-07M ICP 2 - 0,218,297,15
ED-07A1-07D1-07M ICP 1 - 0,338,453,22
ED-06L1-06L2 ICP 1 - 0,138,129,8
ED-06F ICP 1 - 0,101,247,14
ED-06I-07J ICP 2 - 0,123,287,16
ED-06N-06Q-07H ICP 1 - 0,334,330,29
ED-06I-07J ICP 1 - 0,248,491,25
ED-06D-06E ICP 1 - 0,87,253,3
ED-06B-06J ICP 2 - 0,164,272,13
ED-06D1-06D2 ICP 2 - 0,180,290,6
ED-06D1-06D2 ICP 1 - 0,228,348,14
ED-06D-06E ICP 2 - 0,199,419,11
ED-04W ICP 1 - 0,1,93,2
ED-06B-06J ICP 1 - 0,118,207,6
ED-04X1-04X2 ICP 1 - 0,42,332,16
ED-05A1 ICP 1 - 0,128,534,17
ED-05A2 ICP 1 - 0,114,551,16
ED-04T ICP 1 - 0,17,202,1
ED-04L ICP 1 - 0,26,266,3
ED-04S ICP 1 - 0,27,288,9
ED-04K ICP 1 - 0,22,330,4
ED-04V ICP 1 - 0,39,370,13
ED-04J ICP 1 - 0,4,116,5
ED-04I ICP 1 - 0,15,138,3
ED-04G-04M ICP 1 - 0,21,231,8
ED-04C-04D ICP 1 - 0,28,225,8
ED-04F ICP 1 - 0,52,350,9
ED-03G-03L ICP 1 - 0,26,147,4
ED-04B ICP 1 - 0,21,187,4
ED-03T ICP 1 - 0,23,193,5
ED-03M ICP 1 - 0,86,232,13
ED-03E ICP 1 - 0,33,363,10
ED-03C-03S-10F ICP 2 - 0,2,22,1
ED-03A ICP 1 - 0,24,220,3
ED-03D-04A ICP 1 - 0,30,287,6
ED-03B-03H-09I ICP 1 - 0,28,280,8
ED-03C-03S-10F ICP 1 - 0,37,379,6
ED-02S-05J-05K ICP 2 - 0,18,119,3
ED-02W-03F-06R ICP 2 - 0,87,198,8
ED-02W-03F-06R ICP 1 - 0,92,233,9
ED-02S-05J-05K ICP 1 - 0,54,343,5
ED-02L2-03I ICP 1 - 0,118,320,9
ED-02L1A ICP 1 - 0,95,332,15
ED-02L1 ICP 2 - 0,122,219,11
ED-02L1 ICP 1 - 0,90,231,9
ED-02J-02K-06G ICP 2 - 0,137,360,24
ED-02J-02K-06G ICP 1 - 0,38,133,4
ED-02G ICP 1 - 0,174,504,23
ED-02F1-02F2 ICP 1 - 0,147,443,18
ED-02E ICP 1 - 0,101,352,13
ED-02D ICP 2 - 0,86,258,16
ED-02D ICP 1 - 0,123,346,17
ED-02C-05F ICP 1 - 0,46,259,7
ED-02B-05D ICP 1 - 0,59,326,15
ED-02A1 ICP 1 - 0,79,150,3
ED-02A ICP 1 - 0,140,328,9
ED-01R-01T ICP 1 - 0,46,403,7
ED-01P ICP 1 - 0,20,256,3
ED-01J ICP 1 - 0,27,340,4
ED-01H-01I-05B-05C ICP 1 - 0,26,340,5
ED-01F-01G ICP 1 - 0,64,466,15
ED-01D-01E ICP 2 - 0,125,449,11
ED-01D-01E ICP 1 - 0,69,184,4
ED-01B ICP 1 - 0,97,447,8
ED-01C-01S ICP 1 - 0,62,464,13
ED-01A ICP 1 - 0,140,682,11
ED-01B ICP 2 - 0,146,664,13
ICC - Elections Office - 1,6,7,1
ICC - Absentee By Mail 4 - 460,8,33,0
ICC - Absentee By Mail 4 - 458,13,39,1
ICC - Absentee By Mail 4 - 459,5,20,1
ICC - Provisional 2 - 4,0,1,1
ICC - Provisional 2 - 8,1,10,0
ICC - Provisional 2 - 2,7,14,1
ICC - Provisional 2 - 5,20,85,5
ICC - Provisional 2 - 3,32,104,4
ICC - Provisional 2 - 7,8,19,2
ICC - Provisional 2 - 6,9,19,1
ICC - Provisional 2 - 1,20,92,0
ICC - Absentee By Mail 4 - 462,0,1,0
ICC - Absentee By Mail 4 - 461,1,8,0
ICC - Absentee By Mail 4 - 463,1,12,0
ICC - Provisional 2 - 9,43,200,13
