Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC - 1,57,90
Absentee By Mail ICC - 2,7,8
AV-Election Office ICP 1 - 0,1893,1137
Election Day Central ICP 1 - 0,541,252
Election Day Central ICP 2 - 0,524,231
