Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC - 1,16,4
Absentee By Mail ICC - 2,12,8
Absentee By Mail ICC - 3,9,11
Absentee By Mail ICC - 4,16,4
Absentee By Mail ICC - 5,15,5
Absentee By Mail ICC - 6,5,1
Absentee By Mail ICC - 7,9,2
ED-Douglas ICP 1 - 0,464,70
ED-Douglas ICP 2 - 0,473,58
AV-Elections Office ICP 2 - 0,1015,137
AV-Elections Office ICP 1 - 0,1013,140
Provisional ICC - 1,0,1
