Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Precinct 1,367,20,11
Precinct 2,259,134,10
Precinct 3,1009,371,25
Precinct 4,67,69,4
Precinct 5,2,2,0
