Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail - 1,19,27
ICC-Absentee by Mail - 2,16,28
ICC-Absentee by Mail - 3,15,27
ICC-Absentee by Mail - 4,14,14
AV-Board of Registrars ICP 1 - 0,538,573
ED-Warrenton ICP 1 - 0,176,199
ED-Warrenton ICP 2 - 0,181,195
