Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC - Absentee by Mail - 4,4,11
ICC - Absentee by Mail - 3,16,9
ICC - Absentee by Mail - 1,10,15
ICC - Absentee by Mail - 2,16,9
ED-Glenwood ICP 1 - 0,290,73
ED-Alamo ICP 2 - 0,349,96
AV-Elections Office - ICP 1 - 0,546,279
