Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
AV-Election Office ICP 1 - 0,1075,441
Absentee By Mail ICC - 1,71,46
ED-Racepond ICP 1 - 0,98,5
ED-Winkour ICP 1 - 0,68,5
ED-Folkston ICP 2 - 0,35,16
ED-Folkston ICP 1 - 0,460,180
ED-Homeland ICP 1 - 0,158,16
ED-GA Bend ICP 1 - 0,180,12
ED-St. George ICP 1 - 0,229,9
Provisional ICC - 1,3,0
