Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee by Mail - 1,144,98,8
ICC - Absentee by Mail - 2,2,2,0
AV-Elections Office - ICP 1 - 0,2148,419,71
ICC - Absentee by Mail - 3,2,3,0
ED-Fairgrounds - ICP 1 - 0,658,156,37
ED-Fairgrounds - ICP 2 - 0,768,187,27
ICC - Provisional - 1,1,0,0
