Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee by Mail - 1,18,7,0
ICC - Absentee by Mail - 2,22,3,0
ED-Gibson ICP 1 - 0,117,12,5
ICC - Absentee by Mail - 3,4,0,0
ED-Edgehill ICP 1 - 0,60,2,1
AV-Elections Office - ICP 1 - 0,555,40,25
ED-Mill ICP 1 - 0,187,7,4
ED-Mitchell ICP 1 - 0,170,17,7
